route_id	seed	winner_index	side	zone_id	sample_station_index	x	z	crossing_station_index	gate_low	gate_high	local_transition_capacity	local_bridgeable_delta	raw_h	raw_optimistic_margin	raw_pessimistic_margin	unclipped_all_landmarks_h	unclipped_all_optimistic_margin	unclipped_all_pessimistic_margin	authored_zone_landmarks_h	authored_zone_optimistic_margin	authored_zone_pessimistic_margin	claim_scope	gate_value_scope
route_013	0	0	a	kragmar_sunscar_flats	236	-84	2251	332	25	57	7	21	41	21	5	40	21	4	40	21	4	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_013	0	0	b	kragmar_redtusk_savanna	428	-276	2059	332	25	57	8	22	62	17	-15	130	-51	-83	130	-51	-83	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_013	5270046902118333881	2192	a	kragmar_sunscar_flats	236	-84	2251	332	25	57	7	21	36	21	0	35	21	-1	35	21	-1	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_013	5270046902118333881	2192	b	kragmar_redtusk_savanna	428	-276	2059	332	25	57	8	22	74	5	-27	122	-43	-75	122	-43	-75	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_013	16178445837170081103	1713	a	kragmar_sunscar_flats	236	-84	2251	332	25	57	7	21	52	21	-6	51	21	-5	51	21	-5	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_013	16178445837170081103	1713	b	kragmar_redtusk_savanna	428	-276	2059	332	25	57	8	22	65	14	-18	94	-15	-47	94	-15	-47	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_013	15219119262482319357	1047	a	kragmar_sunscar_flats	236	-84	2251	332	25	57	7	21	36	21	0	34	21	-2	34	21	-2	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_013	15219119262482319357	1047	b	kragmar_redtusk_savanna	428	-276	2059	332	25	57	8	22	69	10	-22	107	-28	-60	107	-28	-60	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_013	17842018860885445630	3438	a	kragmar_sunscar_flats	236	-84	2251	332	25	57	7	21	20	16	-16	21	17	-15	21	17	-15	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_013	17842018860885445630	3438	b	kragmar_redtusk_savanna	428	-276	2059	332	25	57	8	22	59	20	-12	110	-31	-63	110	-31	-63	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_014	0	0	a	kragmar_redtusk_savanna	55	0	1996	151	57	97	7	21	58	21	-18	67	21	-9	67	21	-9	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_014	0	0	b	kragmar_gor_drazhak	247	0	1804	151	57	97	8	22	102	17	-23	121	-2	-42	121	-2	-42	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_014	5270046902118333881	2192	a	kragmar_redtusk_savanna	55	0	1996	151	57	97	7	21	82	21	-4	73	21	-3	73	21	-3	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_014	5270046902118333881	2192	b	kragmar_gor_drazhak	247	0	1804	151	57	97	8	22	67	22	-8	125	-6	-46	125	-6	-46	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_014	16178445837170081103	1713	a	kragmar_redtusk_savanna	55	0	1996	151	57	97	7	21	77	21	1	64	21	-12	64	21	-12	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_014	16178445837170081103	1713	b	kragmar_gor_drazhak	247	0	1804	151	57	97	8	22	117	2	-38	134	-15	-55	134	-15	-55	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_014	15219119262482319357	1047	a	kragmar_redtusk_savanna	55	0	1996	151	57	97	7	21	63	21	-13	57	21	-19	57	21	-19	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_014	15219119262482319357	1047	b	kragmar_gor_drazhak	247	0	1804	151	57	97	8	22	119	0	-40	81	22	-2	81	22	-2	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_014	17842018860885445630	3438	a	kragmar_redtusk_savanna	55	0	1996	151	57	97	7	21	76	21	0	47	11	-29	47	11	-29	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_014	17842018860885445630	3438	b	kragmar_gor_drazhak	247	0	1804	151	57	97	8	22	109	10	-30	114	5	-35	114	5	-35	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_015	0	0	a	kragmar_gor_drazhak	49	0	1196	145	57	145	7	21	90	21	-34	106	21	-28	106	21	-28	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_015	0	0	b	kragmar_bannerbreak_mesa	241	0	1004	145	57	145	8	22	91	22	-32	91	22	-32	91	22	-32	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_015	5270046902118333881	2192	a	kragmar_gor_drazhak	49	0	1196	145	57	145	7	21	91	21	-33	74	21	-50	74	21	-50	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_015	5270046902118333881	2192	b	kragmar_bannerbreak_mesa	241	0	1004	145	57	145	8	22	92	22	-31	92	22	-31	92	22	-31	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_015	16178445837170081103	1713	a	kragmar_gor_drazhak	49	0	1196	145	57	145	7	21	136	21	-58	130	21	-52	130	21	-52	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_015	16178445837170081103	1713	b	kragmar_bannerbreak_mesa	241	0	1004	145	57	145	8	22	134	22	-55	134	22	-55	134	22	-55	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_015	15219119262482319357	1047	a	kragmar_gor_drazhak	49	0	1196	145	57	145	7	21	106	21	-28	121	21	-43	121	21	-43	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_015	15219119262482319357	1047	b	kragmar_bannerbreak_mesa	241	0	1004	145	57	145	8	22	107	22	-28	107	22	-28	107	22	-28	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_015	17842018860885445630	3438	a	kragmar_gor_drazhak	49	0	1196	145	57	145	7	21	112	21	-34	139	21	-61	139	21	-61	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_015	17842018860885445630	3438	b	kragmar_bannerbreak_mesa	241	0	1004	145	57	145	8	22	116	22	-37	116	22	-37	116	22	-37	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_016	0	0	a	kragmar_kapok_cradle	216	1884	2271	312	25	57	7	21	21	17	-15	119	-41	-73	17	13	-19	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_016	0	0	b	kragmar_raincall_basin	408	2076	2079	312	25	57	8	22	59	20	-12	100	-21	-53	100	-21	-53	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_016	5270046902118333881	2192	a	kragmar_kapok_cradle	216	1884	2271	312	25	57	7	21	42	21	4	147	-69	-101	32	21	-4	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_016	5270046902118333881	2192	b	kragmar_raincall_basin	408	2076	2079	312	25	57	8	22	65	14	-18	151	-72	-104	151	-72	-104	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_016	16178445837170081103	1713	a	kragmar_kapok_cradle	216	1884	2271	312	25	57	7	21	40	21	4	163	-85	-117	29	21	-7	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_016	16178445837170081103	1713	b	kragmar_raincall_basin	408	2076	2079	312	25	57	8	22	47	22	0	169	-90	-122	169	-90	-122	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_016	15219119262482319357	1047	a	kragmar_kapok_cradle	216	1884	2271	312	25	57	7	21	39	21	3	156	-78	-110	29	21	-7	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_016	15219119262482319357	1047	b	kragmar_raincall_basin	408	2076	2079	312	25	57	8	22	40	22	5	150	-71	-103	150	-71	-103	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_016	17842018860885445630	3438	a	kragmar_kapok_cradle	216	1884	2271	312	25	57	7	21	26	21	-10	148	-70	-102	20	16	-16	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_016	17842018860885445630	3438	b	kragmar_raincall_basin	408	2076	2079	312	25	57	8	22	56	22	-9	146	-67	-99	146	-67	-99	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_017	0	0	a	kragmar_raincall_basin	55	1800	1996	151	57	97	7	21	59	21	-17	105	13	-27	105	13	-27	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_017	0	0	b	kragmar_kezamba	247	1800	1804	151	57	97	8	22	103	16	-24	103	16	-24	103	16	-24	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_017	5270046902118333881	2192	a	kragmar_raincall_basin	55	1800	1996	151	57	97	7	21	53	17	-23	138	-20	-60	138	-20	-60	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_017	5270046902118333881	2192	b	kragmar_kezamba	247	1800	1804	151	57	97	8	22	105	14	-26	105	14	-26	105	14	-26	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_017	16178445837170081103	1713	a	kragmar_raincall_basin	55	1800	1996	151	57	97	7	21	53	17	-23	155	-37	-77	155	-37	-77	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_017	16178445837170081103	1713	b	kragmar_kezamba	247	1800	1804	151	57	97	8	22	82	22	-3	82	22	-3	82	22	-3	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_017	15219119262482319357	1047	a	kragmar_raincall_basin	55	1800	1996	151	57	97	7	21	47	11	-29	148	-30	-70	148	-30	-70	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_017	15219119262482319357	1047	b	kragmar_kezamba	247	1800	1804	151	57	97	8	22	102	17	-23	102	17	-23	102	17	-23	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_017	17842018860885445630	3438	a	kragmar_raincall_basin	55	1800	1996	151	57	97	7	21	52	16	-24	145	-27	-67	145	-27	-67	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_017	17842018860885445630	3438	b	kragmar_kezamba	247	1800	1804	151	57	97	8	22	112	7	-33	112	7	-33	112	7	-33	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_018	0	0	a	kragmar_kezamba	49	1800	1196	145	97	145	7	21	107	21	-17	107	21	-17	107	21	-17	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_018	0	0	b	kragmar_thunderroot_wilds	241	1800	1004	145	97	145	8	22	148	19	-29	148	19	-29	148	19	-29	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_018	5270046902118333881	2192	a	kragmar_kezamba	49	1800	1196	145	97	145	7	21	99	21	-25	99	21	-25	99	21	-25	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_018	5270046902118333881	2192	b	kragmar_thunderroot_wilds	241	1800	1004	145	97	145	8	22	180	-13	-61	180	-13	-61	180	-13	-61	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_018	16178445837170081103	1713	a	kragmar_kezamba	49	1800	1196	145	97	145	7	21	88	12	-36	88	12	-36	88	12	-36	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_018	16178445837170081103	1713	b	kragmar_thunderroot_wilds	241	1800	1004	145	97	145	8	22	147	20	-28	147	20	-28	147	20	-28	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_018	15219119262482319357	1047	a	kragmar_kezamba	49	1800	1196	145	97	145	7	21	95	19	-29	95	19	-29	95	19	-29	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_018	15219119262482319357	1047	b	kragmar_thunderroot_wilds	241	1800	1004	145	97	145	8	22	120	22	-3	120	22	-3	120	22	-3	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_018	17842018860885445630	3438	a	kragmar_kezamba	49	1800	1196	145	97	145	7	21	100	21	-24	100	21	-24	100	21	-24	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_018	17842018860885445630	3438	b	kragmar_thunderroot_wilds	241	1800	1004	145	97	145	8	22	166	1	-47	166	1	-47	166	1	-47	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_019	0	0	a	elandor_frostbarrow_shelf	105	-2296	-1500	201	57	145	7	21	95	21	-29	177	-11	-99	177	-11	-99	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_019	0	0	b	elandor_dur_brannoc	297	-2104	-1500	201	57	145	8	22	94	22	-29	98	22	-25	98	22	-25	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_019	5270046902118333881	2192	a	elandor_frostbarrow_shelf	105	-2296	-1500	201	57	145	7	21	108	21	-30	152	14	-74	152	14	-74	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_019	5270046902118333881	2192	b	elandor_dur_brannoc	297	-2104	-1500	201	57	145	8	22	115	22	-36	76	22	-47	76	22	-47	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_019	16178445837170081103	1713	a	elandor_frostbarrow_shelf	105	-2296	-1500	201	57	145	7	21	104	21	-26	173	-7	-95	173	-7	-95	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_019	16178445837170081103	1713	b	elandor_dur_brannoc	297	-2104	-1500	201	57	145	8	22	101	22	-22	92	22	-31	92	22	-31	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_019	15219119262482319357	1047	a	elandor_frostbarrow_shelf	105	-2296	-1500	201	57	145	7	21	92	21	-32	154	12	-76	154	12	-76	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_019	15219119262482319357	1047	b	elandor_dur_brannoc	297	-2104	-1500	201	57	145	8	22	98	22	-25	112	22	-33	112	22	-33	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_019	17842018860885445630	3438	a	elandor_frostbarrow_shelf	105	-2296	-1500	201	57	145	7	21	106	21	-28	177	-11	-99	177	-11	-99	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_019	17842018860885445630	3438	b	elandor_dur_brannoc	297	-2104	-1500	201	57	145	8	22	103	22	-24	79	22	-44	79	22	-44	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_020	0	0	a	elandor_dur_brannoc	49	-1496	-1500	145	57	57	7	21	109	-31	-31	99	-21	-21	99	-21	-21	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	exact_singleton
route_020	0	0	b	elandor_whitebridge_shire	241	-1304	-1500	145	57	57	8	22	22	-13	-13	22	-13	-13	22	-13	-13	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	exact_singleton
route_020	5270046902118333881	2192	a	elandor_dur_brannoc	49	-1496	-1500	145	57	57	7	21	107	-29	-29	84	-6	-6	84	-6	-6	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	exact_singleton
route_020	5270046902118333881	2192	b	elandor_whitebridge_shire	241	-1304	-1500	145	57	57	8	22	39	4	4	39	4	4	39	4	4	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	exact_singleton
route_020	16178445837170081103	1713	a	elandor_dur_brannoc	49	-1496	-1500	145	57	57	7	21	108	-30	-30	95	-17	-17	95	-17	-17	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	exact_singleton
route_020	16178445837170081103	1713	b	elandor_whitebridge_shire	241	-1304	-1500	145	57	57	8	22	39	4	4	39	4	4	39	4	4	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	exact_singleton
route_020	15219119262482319357	1047	a	elandor_dur_brannoc	49	-1496	-1500	145	57	57	7	21	112	-34	-34	81	-3	-3	81	-3	-3	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	exact_singleton
route_020	15219119262482319357	1047	b	elandor_whitebridge_shire	241	-1304	-1500	145	57	57	8	22	47	12	12	47	12	12	47	12	12	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	exact_singleton
route_020	17842018860885445630	3438	a	elandor_dur_brannoc	49	-1496	-1500	145	57	57	7	21	96	-18	-18	96	-18	-18	96	-18	-18	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	exact_singleton
route_020	17842018860885445630	3438	b	elandor_whitebridge_shire	241	-1304	-1500	145	57	57	8	22	17	-18	-18	17	-18	-18	17	-18	-18	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	exact_singleton
route_021	0	0	a	elandor_whitebridge_shire	405	-496	-1500	501	25	57	7	21	42	21	4	42	21	4	42	21	4	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_021	0	0	b	elandor_highcourt	597	-304	-1500	501	25	57	8	22	70	9	-23	53	22	-6	53	22	-6	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_021	5270046902118333881	2192	a	elandor_whitebridge_shire	405	-496	-1500	501	25	57	7	21	32	21	-4	32	21	-4	32	21	-4	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_021	5270046902118333881	2192	b	elandor_highcourt	597	-304	-1500	501	25	57	8	22	78	1	-31	44	22	3	44	22	3	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_021	16178445837170081103	1713	a	elandor_whitebridge_shire	405	-496	-1500	501	25	57	7	21	28	21	-8	28	21	-8	28	21	-8	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_021	16178445837170081103	1713	b	elandor_highcourt	597	-304	-1500	501	25	57	8	22	46	22	1	47	22	0	47	22	0	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_021	15219119262482319357	1047	a	elandor_whitebridge_shire	405	-496	-1500	501	25	57	7	21	42	21	4	42	21	4	42	21	4	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_021	15219119262482319357	1047	b	elandor_highcourt	597	-304	-1500	501	25	57	8	22	56	22	-9	40	22	5	40	22	5	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_021	17842018860885445630	3438	a	elandor_whitebridge_shire	405	-496	-1500	501	25	57	7	21	21	17	-15	21	17	-15	21	17	-15	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_021	17842018860885445630	3438	b	elandor_highcourt	597	-304	-1500	501	25	57	8	22	63	16	-16	45	22	2	45	22	2	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_022	0	0	a	elandor_highcourt	49	304	-1500	145	25	97	7	21	54	21	-22	45	21	-31	45	21	-31	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_022	0	0	b	elandor_lorindor	241	496	-1500	145	25	97	8	22	40	22	-35	40	22	-35	40	22	-35	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_022	5270046902118333881	2192	a	elandor_highcourt	49	304	-1500	145	25	97	7	21	81	21	-35	48	21	-28	48	21	-28	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_022	5270046902118333881	2192	b	elandor_lorindor	241	496	-1500	145	25	97	8	22	83	22	-36	83	22	-36	83	22	-36	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_022	16178445837170081103	1713	a	elandor_highcourt	49	304	-1500	145	25	97	7	21	49	21	-27	46	21	-30	46	21	-30	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_022	16178445837170081103	1713	b	elandor_lorindor	241	496	-1500	145	25	97	8	22	48	22	-27	48	22	-27	48	22	-27	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_022	15219119262482319357	1047	a	elandor_highcourt	49	304	-1500	145	25	97	7	21	67	21	-21	35	21	-41	35	21	-41	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_022	15219119262482319357	1047	b	elandor_lorindor	241	496	-1500	145	25	97	8	22	68	22	-21	68	22	-21	68	22	-21	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_022	17842018860885445630	3438	a	elandor_highcourt	49	304	-1500	145	25	97	7	21	40	21	-36	35	21	-41	35	21	-41	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_022	17842018860885445630	3438	b	elandor_lorindor	241	496	-1500	145	25	97	8	22	48	22	-27	48	22	-27	48	22	-27	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_023	0	0	a	elandor_lorindor	405	1304	-1500	501	25	97	7	21	57	21	-19	57	21	-19	57	21	-19	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_023	0	0	b	elandor_lethariel	597	1496	-1500	501	25	97	8	22	63	22	-16	54	22	-21	54	22	-21	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_023	5270046902118333881	2192	a	elandor_lorindor	405	1304	-1500	501	25	97	7	21	74	21	-28	74	21	-28	74	21	-28	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_023	5270046902118333881	2192	b	elandor_lethariel	597	1496	-1500	501	25	97	8	22	67	22	-20	58	22	-17	58	22	-17	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_023	16178445837170081103	1713	a	elandor_lorindor	405	1304	-1500	501	25	97	7	21	59	21	-17	59	21	-17	59	21	-17	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_023	16178445837170081103	1713	b	elandor_lethariel	597	1496	-1500	501	25	97	8	22	71	22	-24	54	22	-21	54	22	-21	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_023	15219119262482319357	1047	a	elandor_lorindor	405	1304	-1500	501	25	97	7	21	65	21	-19	65	21	-19	65	21	-19	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_023	15219119262482319357	1047	b	elandor_lethariel	597	1496	-1500	501	25	97	8	22	51	22	-24	41	22	-34	41	22	-34	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_023	17842018860885445630	3438	a	elandor_lorindor	405	1304	-1500	501	25	97	7	21	58	21	-18	58	21	-18	58	21	-18	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_023	17842018860885445630	3438	b	elandor_lethariel	597	1496	-1500	501	25	97	8	22	64	22	-17	58	22	-17	58	22	-17	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_024	0	0	a	elandor_lethariel	49	2104	-1500	145	25	57	7	21	71	7	-25	55	21	-9	55	21	-9	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_024	0	0	b	elandor_moonfall_wood	241	2296	-1500	145	25	57	8	22	52	22	-5	20	17	-15	20	17	-15	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_024	5270046902118333881	2192	a	elandor_lethariel	49	2104	-1500	145	25	57	7	21	56	21	-10	51	21	-5	51	21	-5	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_024	5270046902118333881	2192	b	elandor_moonfall_wood	241	2296	-1500	145	25	57	8	22	39	22	4	18	15	-17	18	15	-17	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_024	16178445837170081103	1713	a	elandor_lethariel	49	2104	-1500	145	25	57	7	21	70	8	-24	54	21	-8	54	21	-8	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_024	16178445837170081103	1713	b	elandor_moonfall_wood	241	2296	-1500	145	25	57	8	22	39	22	4	12	9	-23	12	9	-23	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_024	15219119262482319357	1047	a	elandor_lethariel	49	2104	-1500	145	25	57	7	21	44	21	2	46	21	0	46	21	0	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_024	15219119262482319357	1047	b	elandor_moonfall_wood	241	2296	-1500	145	25	57	8	22	30	22	-5	15	12	-20	15	12	-20	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_024	17842018860885445630	3438	a	elandor_lethariel	49	2104	-1500	145	25	57	7	21	47	21	-1	44	21	2	44	21	2	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_024	17842018860885445630	3438	b	elandor_moonfall_wood	241	2296	-1500	145	25	57	8	22	45	22	2	14	11	-21	14	11	-21	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
route_025	0	0	a	kragmar_ossuary_reach	105	-2296	1500	201	57	97	7	21	62	21	-14	173	-55	-95	173	-55	-95	raw_plus_landmarks_no_edge_G_or_junction_not_final_H	authored_range_actual_hash_G_unavailable
