output	source	source_sha256	output_sha256	license	modification
mods/ITEMS/grug_farming/textures/grug_farming_potato_2.png	/home/jan/projects/grudgelands/reference_projects/x_farming/textures/x_farming_potato_3.png	3822161ad748bd89f303f61df5ec8f2cdd2b2edfeab3cc6359eaf0696a03b3c4	3822161ad748bd89f303f61df5ec8f2cdd2b2edfeab3cc6359eaf0696a03b3c4	x_farming media CC BY-SA 4.0	copy/rename
mods/ITEMS/grug_farming/textures/grug_farming_potato_3.png	/home/jan/projects/grudgelands/reference_projects/x_farming/textures/x_farming_potato_6.png	5f8662d5164269275f6d0b384a8b602597a102a3f8cf0250e59676dfc69bd188	5f8662d5164269275f6d0b384a8b602597a102a3f8cf0250e59676dfc69bd188	x_farming media CC BY-SA 4.0	copy/rename
mods/ITEMS/grug_farming/textures/grug_farming_potato_4.png	/home/jan/projects/grudgelands/reference_projects/x_farming/textures/x_farming_potato_8.png	c5c2588957ef7292cb0ce7a5d9dee31c7db34df9d16366b43c385bcda03f3eaf	c5c2588957ef7292cb0ce7a5d9dee31c7db34df9d16366b43c385bcda03f3eaf	x_farming media CC BY-SA 4.0	copy/rename
mods/ITEMS/grug_farming/textures/grug_farming_pumpkin_1.png	/home/jan/projects/grudgelands/reference_projects/x_farming/textures/x_farming_pumpkin_1.png	ba7fe4842141ac711016499bb6cf7f3197e710a8d1250a89a86fc75bc6b0ff90	ba7fe4842141ac711016499bb6cf7f3197e710a8d1250a89a86fc75bc6b0ff90	x_farming media CC BY-SA 4.0	copy/rename
mods/ITEMS/grug_farming/textures/grug_farming_pumpkin_2.png	/home/jan/projects/grudgelands/reference_projects/x_farming/textures/x_farming_pumpkin_3.png	33c07a23259e9fa02bf7670f29c00ed16d6a4855abc1f3715139a2e09e1ad146	33c07a23259e9fa02bf7670f29c00ed16d6a4855abc1f3715139a2e09e1ad146	x_farming media CC BY-SA 4.0	copy/rename
mods/ITEMS/grug_farming/textures/grug_farming_pumpkin_3.png	/home/jan/projects/grudgelands/reference_projects/x_farming/textures/x_farming_pumpkin_5.png	12a193d1a7e29de4748b7a702ebcd953b782d5c12c55a225b115474a9ae3b0da	12a193d1a7e29de4748b7a702ebcd953b782d5c12c55a225b115474a9ae3b0da	x_farming media CC BY-SA 4.0	copy/rename
mods/ITEMS/grug_farming/textures/grug_farming_pumpkin_4.png	/home/jan/projects/grudgelands/reference_projects/x_farming/textures/x_farming_pumpkin_8.png	d8d6467920d9f6f10e443e96a5740d5fc2b76c6e9e7554047cc626949e5ddf34	d8d6467920d9f6f10e443e96a5740d5fc2b76c6e9e7554047cc626949e5ddf34	x_farming media CC BY-SA 4.0	copy/rename
mods/ITEMS/grug_farming/textures/grug_farming_salt_crust_1.png	/home/jan/projects/grudgelands/reference_projects/x_farming/textures/x_farming_salt_1_top.png	4d49a9884b928613fafcd2f3c2ac0df607a5635ffac4e033551a9f9da1017bc4	4d49a9884b928613fafcd2f3c2ac0df607a5635ffac4e033551a9f9da1017bc4	x_farming CC BY-SA 4.0	copy/rename
mods/ITEMS/grug_farming/textures/grug_farming_salt_crust_1_side.png	/home/jan/projects/grudgelands/reference_projects/x_farming/textures/x_farming_salt_1_side.png	8b7d36edf5323b6499ec24e7a515541bbc1878bb793081df704e2a9779bab8e3	8b7d36edf5323b6499ec24e7a515541bbc1878bb793081df704e2a9779bab8e3	x_farming CC BY-SA 4.0	copy/rename
mods/ITEMS/grug_farming/textures/grug_farming_salt_crust_2.png	/home/jan/projects/grudgelands/reference_projects/x_farming/textures/x_farming_salt_2_top.png	cf4668af2d2ff49d37b400dab68196785d68a6192d16482f5b9fd2cefef2132f	cf4668af2d2ff49d37b400dab68196785d68a6192d16482f5b9fd2cefef2132f	x_farming CC BY-SA 4.0	copy/rename
mods/ITEMS/grug_farming/textures/grug_farming_salt_crust_2_side.png	/home/jan/projects/grudgelands/reference_projects/x_farming/textures/x_farming_salt_1_side.png	8b7d36edf5323b6499ec24e7a515541bbc1878bb793081df704e2a9779bab8e3	8b7d36edf5323b6499ec24e7a515541bbc1878bb793081df704e2a9779bab8e3	x_farming CC BY-SA 4.0	copy/rename
mods/ITEMS/grug_farming/textures/grug_farming_salt_crust_3.png	/home/jan/projects/grudgelands/reference_projects/x_farming/textures/x_farming_salt_3_top.png	5a586ae4ab5d03acd199a4b0a289f612ab862b1fada10fe7e6c4928a1ca370dc	5a586ae4ab5d03acd199a4b0a289f612ab862b1fada10fe7e6c4928a1ca370dc	x_farming CC BY-SA 4.0	copy/rename
mods/ITEMS/grug_farming/textures/grug_farming_salt_crust_3_side.png	/home/jan/projects/grudgelands/reference_projects/x_farming/textures/x_farming_salt_2_side.png	293d6fbb982e01b774d646111b5485eb7bdc3e8a505d26d24ec7ac20104399d2	293d6fbb982e01b774d646111b5485eb7bdc3e8a505d26d24ec7ac20104399d2	x_farming CC BY-SA 4.0	copy/rename
mods/ITEMS/grug_farming/textures/grug_farming_salt_crust_4.png	/home/jan/projects/grudgelands/reference_projects/x_farming/textures/x_farming_salt_4_top.png	a744c7fdc3fee345ea222a886cce15f57047f0819a033127e0ee9414063ade52	a744c7fdc3fee345ea222a886cce15f57047f0819a033127e0ee9414063ade52	x_farming CC BY-SA 4.0	copy/rename
mods/ITEMS/grug_farming/textures/grug_farming_salt_crust_4_side.png	/home/jan/projects/grudgelands/reference_projects/x_farming/textures/x_farming_salt_3_side.png	ad8c396b297c82fa425b5f4d74137134a6f3d19ca0afefdf1f2475f4048d1e23	ad8c396b297c82fa425b5f4d74137134a6f3d19ca0afefdf1f2475f4048d1e23	x_farming CC BY-SA 4.0	copy/rename
mods/ITEMS/grug_farming/textures/grug_farming_salt_crust_bottom.png	/home/jan/projects/grudgelands/reference_projects/x_farming/textures/x_farming_salt_1_bottom.png	46b624fff02dba1aa96a26ebccb319377a248aa2b152afd6043ee16d91af44bc	46b624fff02dba1aa96a26ebccb319377a248aa2b152afd6043ee16d91af44bc	CC BY-SA 3.0, TenPlus1/random-geek/Neuromancer	copy/rename
mods/ITEMS/grug_farming/textures/grug_farming_sugar_cane_1.png	mods/BASE/default/textures/default_papyrus.png	7820e10c28d19634f6fde548430bf6db2bf0e5e72f1b42160ff2f11150df39f1	7820e10c28d19634f6fde548430bf6db2bf0e5e72f1b42160ff2f11150df39f1	minetest_game CC BY-SA 3.0	copy/rename
mods/ITEMS/grug_farming/textures/grug_farming_sugar_cane_2.png	mods/BASE/default/textures/default_papyrus.png	7820e10c28d19634f6fde548430bf6db2bf0e5e72f1b42160ff2f11150df39f1	7820e10c28d19634f6fde548430bf6db2bf0e5e72f1b42160ff2f11150df39f1	minetest_game CC BY-SA 3.0	copy/rename
mods/ITEMS/grug_farming/textures/grug_farming_sugar_cane_3.png	mods/BASE/default/textures/default_papyrus.png	7820e10c28d19634f6fde548430bf6db2bf0e5e72f1b42160ff2f11150df39f1	7820e10c28d19634f6fde548430bf6db2bf0e5e72f1b42160ff2f11150df39f1	minetest_game CC BY-SA 3.0	copy/rename
mods/ITEMS/grug_farming/textures/grug_farming_sugar_cane_4.png	mods/BASE/default/textures/default_papyrus.png	7820e10c28d19634f6fde548430bf6db2bf0e5e72f1b42160ff2f11150df39f1	7820e10c28d19634f6fde548430bf6db2bf0e5e72f1b42160ff2f11150df39f1	minetest_game CC BY-SA 3.0	copy/rename
mods/ITEMS/grug_farming/textures/grug_farming_sunberry_1.png	/home/jan/projects/grudgelands/reference_projects/x_farming/textures/x_farming_strawberry_1.png	8072a6f8e9f27a38e925ca580bbba47e5eca347904aca59d31085ba8eb9c7067	d10ba52f9f01a86ceb58455232f95677eb6873735a1cf4efaa98cec23621d224	x_farming media CC BY-SA 4.0	#d4a12d 22% colorize
mods/ITEMS/grug_farming/textures/grug_farming_sunberry_2.png	/home/jan/projects/grudgelands/reference_projects/x_farming/textures/x_farming_strawberry_2.png	ba2a3d99a83bc656943e862bf5e6637bf837381a5b52a41e11789cba422cdf26	6885328568499ab902cf581f14cd1992f3dca7d4c84dc9c40f5ce6c9c85b4c9d	x_farming media CC BY-SA 4.0	#d4a12d 22% colorize
mods/ITEMS/grug_farming/textures/grug_farming_sunberry_3.png	/home/jan/projects/grudgelands/reference_projects/x_farming/textures/x_farming_strawberry_3.png	73c80c750e48e622c2c85af35228fcd160820deef611a64e549d2bb08481a2ae	3fee7f56248513cbd40b37b08f156196268442dba2eceb22c5720fce00b8e426	x_farming media CC BY-SA 4.0	#d4a12d 22% colorize
mods/ITEMS/grug_farming/textures/grug_farming_sunberry_4.png	/home/jan/projects/grudgelands/reference_projects/x_farming/textures/x_farming_strawberry_4.png	d96da90d50655f17ce791b98bc1b177d5fd67b204f265b181ce9fa0c476e4164	8f6b41ceb7a96ec631bd3562f00e734e2ffab5c66e7dcef289929fd73a734e2b	x_farming media CC BY-SA 4.0	#d4a12d 22% colorize
mods/ITEMS/grug_farming/textures/grug_farming_wild_grain_1.png	/home/jan/projects/grudgelands/reference_projects/x_farming/textures/x_farming_barley_1.png	bbe8f91f51a5d2221c3681d65168592463c2b6201862486254ce4783a34c9a32	bbe8f91f51a5d2221c3681d65168592463c2b6201862486254ce4783a34c9a32	x_farming media CC BY-SA 4.0	copy/rename
mods/ITEMS/grug_farming/textures/grug_farming_wild_grain_2.png	/home/jan/projects/grudgelands/reference_projects/x_farming/textures/x_farming_barley_3.png	4c09777a54b5ff7f9d3b70d107e7833a83dfee34b19d8dab85c81d7b976b37d0	4c09777a54b5ff7f9d3b70d107e7833a83dfee34b19d8dab85c81d7b976b37d0	x_farming media CC BY-SA 4.0	copy/rename
mods/ITEMS/grug_farming/textures/grug_farming_wild_grain_3.png	/home/jan/projects/grudgelands/reference_projects/x_farming/textures/x_farming_barley_5.png	76ea0fb62317ffcd59238df71697b71bfc143f3efb8c7251ff0a93a9b02e25e8	76ea0fb62317ffcd59238df71697b71bfc143f3efb8c7251ff0a93a9b02e25e8	x_farming media CC BY-SA 4.0	copy/rename
mods/ITEMS/grug_farming/textures/grug_farming_wild_grain_4.png	/home/jan/projects/grudgelands/reference_projects/x_farming/textures/x_farming_barley_8.png	d84eeb98cd551080c0f2dc813dc7a4a932f4ac4db09863fb73f24f2f09db95ec	d84eeb98cd551080c0f2dc813dc7a4a932f4ac4db09863fb73f24f2f09db95ec	x_farming media CC BY-SA 4.0	copy/rename
mods/ITEMS/grug_farming/textures/grug_farming_wild_onion_1.png	/home/jan/projects/grudgelands/reference_projects/x_farming/textures/x_farming_beetroot_1.png	e23a10c9dd765c6e8408e3fa183547fea838dae84bdd94e1242cfa98f3d3d4eb	e23a10c9dd765c6e8408e3fa183547fea838dae84bdd94e1242cfa98f3d3d4eb	x_farming media CC BY-SA 4.0	copy/rename
mods/ITEMS/grug_farming/textures/grug_farming_wild_onion_2.png	/home/jan/projects/grudgelands/reference_projects/x_farming/textures/x_farming_beetroot_3.png	4045b1f19dbb79733ffe1f3c9a04ef084548e3771c3565d12469fb416ef62fb0	4045b1f19dbb79733ffe1f3c9a04ef084548e3771c3565d12469fb416ef62fb0	x_farming media CC BY-SA 4.0	copy/rename
mods/ITEMS/grug_farming/textures/grug_farming_wild_onion_3.png	/home/jan/projects/grudgelands/reference_projects/x_farming/textures/x_farming_beetroot_5.png	b23c8594c7045235f43fdeb247be39f242e2baa76d0389002fb488db206bc144	b23c8594c7045235f43fdeb247be39f242e2baa76d0389002fb488db206bc144	x_farming media CC BY-SA 4.0	copy/rename
mods/ITEMS/grug_farming/textures/grug_farming_wild_onion_4.png	/home/jan/projects/grudgelands/reference_projects/x_farming/textures/x_farming_beetroot_8.png	aa2d9b9b7c11fcb900eadc7505bea9b0b0083e01a05a4892ec4b225f0efaa362	aa2d9b9b7c11fcb900eadc7505bea9b0b0083e01a05a4892ec4b225f0efaa362	x_farming media CC BY-SA 4.0	copy/rename
mods/ITEMS/grug_gathering/textures/grug_gathering_corn.png	see owning LICENSE-media.md and tools/r10_art	-	fddce6255973982e742d264b4b5999e5ef99324eeb238ea85a1079682e87ac67	owning ledger	derived/copy as ledgered
mods/ITEMS/grug_gathering/textures/grug_gathering_potato.png	see owning LICENSE-media.md and tools/r10_art	-	f7683eee4920de7cebf9d37a38700e7e46e07ac60239235685965a55b328ad02	owning ledger	derived/copy as ledgered
mods/ITEMS/grug_gear/textures/grug_gear_item_chest_cloth_heavy.png	/home/jan/projects/grudgelands/reference_projects/Lord-of-the-Test/mods/lottclothes/textures/lottclothes_inv_robe_wizard_grey.png	74afdd056ae72db584a486655865ae7ce85de5d212a0d5d56dc2ba81ba66e658	74afdd056ae72db584a486655865ae7ce85de5d212a0d5d56dc2ba81ba66e658	Flipsels CC BY-SA 3.0	copy/rename
mods/ITEMS/grug_gear/textures/grug_gear_item_chest_cloth_patch.png	/home/jan/projects/grudgelands/reference_projects/Lord-of-the-Test/mods/lottclothes/textures/lottclothes_inv_robe_ettenmoor.png	1788c107497900195d6bc6f10a7e4d17ff76a1e3e1851b27e9f220ed7df31119	1788c107497900195d6bc6f10a7e4d17ff76a1e3e1851b27e9f220ed7df31119	Flipsels CC BY-SA 3.0	copy/rename
mods/ITEMS/grug_gear/textures/grug_gear_item_chest_cloth_silk.png	/home/jan/projects/grudgelands/reference_projects/Lord-of-the-Test/mods/lottclothes/textures/lottclothes_inv_robe_wizard_white.png	c2ad38e986f66b5b32c000d89052c9604908226b2e9fd05c4991aa2d25503c0f	c2ad38e986f66b5b32c000d89052c9604908226b2e9fd05c4991aa2d25503c0f	Flipsels CC BY-SA 3.0	copy/rename
mods/ITEMS/grug_gear/textures/grug_gear_item_chest_cloth_silkweave.png	/home/jan/projects/grudgelands/reference_projects/Lord-of-the-Test/mods/lottclothes/textures/lottclothes_inv_shirt_elven.png	13d7df3910934dfb153932526af3c81325effadcc984aa6fb2615b075fd02bcd	13d7df3910934dfb153932526af3c81325effadcc984aa6fb2615b075fd02bcd	Amaz CC BY-SA 3.0	copy/rename
mods/ITEMS/grug_gear/textures/grug_gear_item_chest_cloth_stormweave.png	/home/jan/projects/grudgelands/reference_projects/Lord-of-the-Test/mods/lottclothes/textures/lottclothes_inv_cloak_mordor.png	d19760be9442501fd100a4df5bf1ff4a14951fe3847e4984b76b6c0db1b5b1c7	d19760be9442501fd100a4df5bf1ff4a14951fe3847e4984b76b6c0db1b5b1c7	Amaz CC BY-SA 3.0	copy/rename
mods/ITEMS/grug_gear/textures/grug_gear_item_chest_cloth_woven.png	/home/jan/projects/grudgelands/reference_projects/Lord-of-the-Test/mods/lottclothes/textures/lottclothes_inv_jacket_chetwood.png	c5a15d87c37f01e7dcd53c7a8407c2a51dadfd86c842deea85784740e09c2816	c5a15d87c37f01e7dcd53c7a8407c2a51dadfd86c842deea85784740e09c2816	Flipsels CC BY-SA 3.0	copy/rename
mods/ITEMS/grug_gear/textures/grug_gear_item_chest_leather.png	mods/ITEMS/grug_gear/textures/grug_gear_item_chest_leather_light.png	8555e2869cea56fd9ed0d54ee780a81d3dae47c13f7f102a0ae91e767c0183be	8555e2869cea56fd9ed0d54ee780a81d3dae47c13f7f102a0ae91e767c0183be	same as Light tier	byte copy
mods/ITEMS/grug_gear/textures/grug_gear_item_chest_leather_cured.png	/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/mcl_armor_inv_chestplate_leather.png;/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/chestplate_trim.png	8555e2869cea56fd9ed0d54ee780a81d3dae47c13f7f102a0ae91e767c0183be;4d8f4c6397a4f933fa9501535b3fd0318c17cba0c2b0cabdfae2236a9d63c5b1	b73f96b2d129e1080ea710c2a0ee598a9fef74438aca957bfc34acefbea937ec	XSSheep base CC BY-SA 4.0; Aeonix_Aeon trim CC BY 4.0	over composite + #9b7148 26% colorize
mods/ITEMS/grug_gear/textures/grug_gear_item_chest_leather_heavy.png	/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/mcl_armor_inv_chestplate_leather.png;/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/chestplate_trim.png	8555e2869cea56fd9ed0d54ee780a81d3dae47c13f7f102a0ae91e767c0183be;4d8f4c6397a4f933fa9501535b3fd0318c17cba0c2b0cabdfae2236a9d63c5b1	01d7f87e087867b619c1e25531b5121fedd72cee01b783ff786e43c0705b4458	XSSheep base CC BY-SA 4.0; Aeonix_Aeon trim CC BY 4.0	over composite + #6f4a2f 26% colorize
mods/ITEMS/grug_gear/textures/grug_gear_item_chest_leather_light.png	/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/mcl_armor_inv_chestplate_leather.png	8555e2869cea56fd9ed0d54ee780a81d3dae47c13f7f102a0ae91e767c0183be	8555e2869cea56fd9ed0d54ee780a81d3dae47c13f7f102a0ae91e767c0183be	XSSheep/VoxeLibre CC BY-SA 4.0	copy/rename
mods/ITEMS/grug_gear/textures/grug_gear_item_chest_leather_nightscale.png	/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/mcl_armor_inv_chestplate_leather.png;/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/chestplate_trim.png	8555e2869cea56fd9ed0d54ee780a81d3dae47c13f7f102a0ae91e767c0183be;4d8f4c6397a4f933fa9501535b3fd0318c17cba0c2b0cabdfae2236a9d63c5b1	01d7f87e087867b619c1e25531b5121fedd72cee01b783ff786e43c0705b4458	XSSheep base CC BY-SA 4.0; Aeonix_Aeon trim CC BY 4.0	over composite + #342c45 26% colorize
mods/ITEMS/grug_gear/textures/grug_gear_item_chest_leather_scaled.png	/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/mcl_armor_inv_chestplate_leather.png;/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/chestplate_trim.png	8555e2869cea56fd9ed0d54ee780a81d3dae47c13f7f102a0ae91e767c0183be;4d8f4c6397a4f933fa9501535b3fd0318c17cba0c2b0cabdfae2236a9d63c5b1	01d7f87e087867b619c1e25531b5121fedd72cee01b783ff786e43c0705b4458	XSSheep base CC BY-SA 4.0; Aeonix_Aeon trim CC BY 4.0	over composite + #68784a 26% colorize
mods/ITEMS/grug_gear/textures/grug_gear_item_chest_leather_sleek.png	/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/mcl_armor_inv_chestplate_leather.png;/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/chestplate_trim.png	8555e2869cea56fd9ed0d54ee780a81d3dae47c13f7f102a0ae91e767c0183be;4d8f4c6397a4f933fa9501535b3fd0318c17cba0c2b0cabdfae2236a9d63c5b1	01d7f87e087867b619c1e25531b5121fedd72cee01b783ff786e43c0705b4458	XSSheep base CC BY-SA 4.0; Aeonix_Aeon trim CC BY 4.0	over composite + #4e505b 26% colorize
mods/ITEMS/grug_gear/textures/grug_gear_item_chest_metal_abyssal_steel.png	/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/mcl_armor_inv_chestplate_netherite.png	ff326574ec3777d3951c34960ab51963a1318b267c62869c3cf9efe1fea021b5	ff326574ec3777d3951c34960ab51963a1318b267c62869c3cf9efe1fea021b5	XSSheep/VoxeLibre CC BY-SA 4.0	copy/rename
mods/ITEMS/grug_gear/textures/grug_gear_item_chest_metal_bronze.png	/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/mcl_armor_inv_chestplate_gold.png	f8e03fe18f6b4be756709186d78fe871f6da61405a7a5a6ace38635ad4042807	7cfef21370460df741d64643318f899c7068fc2b57e8f971f1638e54b0787832	XSSheep/VoxeLibre CC BY-SA 4.0	copy/rename + #b56f32 42% colorize
mods/ITEMS/grug_gear/textures/grug_gear_item_chest_metal_embersteel.png	/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/mcl_armor_inv_chestplate_gold.png	f8e03fe18f6b4be756709186d78fe871f6da61405a7a5a6ace38635ad4042807	399bb953bc01fe57397077925996c1f5a7bec4a3e2a3d2cb2abc099f8c351370	XSSheep/VoxeLibre CC BY-SA 4.0	copy/rename + #9f3528 58% colorize
mods/ITEMS/grug_gear/textures/grug_gear_item_chest_metal_iron.png	/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/mcl_armor_inv_chestplate_iron.png	2a487c03a33a584ad67bfd6e06874905a21e242fbf0a3f39d5398e9215c46eac	2a487c03a33a584ad67bfd6e06874905a21e242fbf0a3f39d5398e9215c46eac	XSSheep/VoxeLibre CC BY-SA 4.0	copy/rename
mods/ITEMS/grug_gear/textures/grug_gear_item_chest_metal_silversteel.png	/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/mcl_armor_inv_chestplate_diamond.png	3a9426e1677ba5ebe3f81adb292a4a3590c0bbe87dfdce452b1aaad6ef81a304	3a9426e1677ba5ebe3f81adb292a4a3590c0bbe87dfdce452b1aaad6ef81a304	XSSheep/VoxeLibre CC BY-SA 4.0	copy/rename
mods/ITEMS/grug_gear/textures/grug_gear_item_chest_metal_steel.png	/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/mcl_armor_inv_chestplate_chain.png	83b069f041e589fb61abe7ec9c23cc7daf320f6864362caab0d6e9bea40c4097	83b069f041e589fb61abe7ec9c23cc7daf320f6864362caab0d6e9bea40c4097	XSSheep/VoxeLibre CC BY-SA 4.0	copy/rename
mods/ITEMS/grug_gear/textures/grug_gear_item_feet_cloth_heavy.png	/home/jan/projects/grudgelands/reference_projects/Lord-of-the-Test/mods/lottclothes/textures/lottclothes_inv_boots_dwarf.png	cc382c24ec3af65c70fd99779d7b048df03cd1a841d01dd1aa7687301f6e1566	cc382c24ec3af65c70fd99779d7b048df03cd1a841d01dd1aa7687301f6e1566	Flipsels CC BY-SA 3.0	copy/rename
mods/ITEMS/grug_gear/textures/grug_gear_item_feet_cloth_patch.png	/home/jan/projects/grudgelands/reference_projects/Lord-of-the-Test/mods/lottclothes/textures/lottclothes_inv_boots_midgewater.png	068b20e62042e06f9770254fd38c618e846ea405d14377ec2333df2e0fec5c59	068b20e62042e06f9770254fd38c618e846ea405d14377ec2333df2e0fec5c59	Flipsels CC BY-SA 3.0	copy/rename
mods/ITEMS/grug_gear/textures/grug_gear_item_feet_cloth_silk.png	/home/jan/projects/grudgelands/reference_projects/Lord-of-the-Test/mods/lottclothes/textures/lottclothes_inv_shoes_hobbit_white.png	a6391ac4b2004c505635dc459d1a1a62d274dd3939598c12b18e504d6f04cca4	a6391ac4b2004c505635dc459d1a1a62d274dd3939598c12b18e504d6f04cca4	Flipsels CC BY-SA 3.0	copy/rename
mods/ITEMS/grug_gear/textures/grug_gear_item_feet_cloth_silkweave.png	/home/jan/projects/grudgelands/reference_projects/Lord-of-the-Test/mods/lottclothes/textures/lottclothes_inv_shoes_elven.png	b7420cd7e126aa9e684148581f2ca90dc20a1fb00ec4ac1b7d134a31cf1ddcd4	b7420cd7e126aa9e684148581f2ca90dc20a1fb00ec4ac1b7d134a31cf1ddcd4	Amaz CC BY-SA 3.0	copy/rename
mods/ITEMS/grug_gear/textures/grug_gear_item_feet_cloth_stormweave.png	/home/jan/projects/grudgelands/reference_projects/Lord-of-the-Test/mods/lottclothes/textures/lottclothes_inv_boots_dwarf.png	cc382c24ec3af65c70fd99779d7b048df03cd1a841d01dd1aa7687301f6e1566	cc382c24ec3af65c70fd99779d7b048df03cd1a841d01dd1aa7687301f6e1566	Flipsels CC BY-SA 3.0	copy/rename
mods/ITEMS/grug_gear/textures/grug_gear_item_feet_cloth_woven.png	/home/jan/projects/grudgelands/reference_projects/Lord-of-the-Test/mods/lottclothes/textures/lottclothes_inv_boots_chetwood.png	a9173c3ef72befb91b4d119d8a081304e23458f1dfd451c26a53f5eb8ba8a304	a9173c3ef72befb91b4d119d8a081304e23458f1dfd451c26a53f5eb8ba8a304	Flipsels CC BY-SA 3.0	copy/rename
mods/ITEMS/grug_gear/textures/grug_gear_item_feet_leather.png	mods/ITEMS/grug_gear/textures/grug_gear_item_feet_leather_light.png	431f6e1c1aec4409f4abb7f70280c9032e20f47a4038d70b871150d7bf208b86	431f6e1c1aec4409f4abb7f70280c9032e20f47a4038d70b871150d7bf208b86	same as Light tier	byte copy
mods/ITEMS/grug_gear/textures/grug_gear_item_feet_leather_cured.png	/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/mcl_armor_inv_boots_leather.png;/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/boots_trim.png	431f6e1c1aec4409f4abb7f70280c9032e20f47a4038d70b871150d7bf208b86;9ab572b37e914680245c46798b98d87d52c12e0c3576a2d0e47fc6bd8be8a585	578a51abcac4c1f2a6855cda35155edbe70edd26afc335f8e6687bed092d46d3	XSSheep base CC BY-SA 4.0; Aeonix_Aeon trim CC BY 4.0	over composite + #9b7148 26% colorize
mods/ITEMS/grug_gear/textures/grug_gear_item_feet_leather_heavy.png	/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/mcl_armor_inv_boots_leather.png;/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/boots_trim.png	431f6e1c1aec4409f4abb7f70280c9032e20f47a4038d70b871150d7bf208b86;9ab572b37e914680245c46798b98d87d52c12e0c3576a2d0e47fc6bd8be8a585	83cb2be7ed156dc11b560febfbda4109c52d0126201b5966cdd094cef3da7295	XSSheep base CC BY-SA 4.0; Aeonix_Aeon trim CC BY 4.0	over composite + #6f4a2f 26% colorize
mods/ITEMS/grug_gear/textures/grug_gear_item_feet_leather_light.png	/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/mcl_armor_inv_boots_leather.png	431f6e1c1aec4409f4abb7f70280c9032e20f47a4038d70b871150d7bf208b86	431f6e1c1aec4409f4abb7f70280c9032e20f47a4038d70b871150d7bf208b86	XSSheep/VoxeLibre CC BY-SA 4.0	copy/rename
mods/ITEMS/grug_gear/textures/grug_gear_item_feet_leather_nightscale.png	/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/mcl_armor_inv_boots_leather.png;/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/boots_trim.png	431f6e1c1aec4409f4abb7f70280c9032e20f47a4038d70b871150d7bf208b86;9ab572b37e914680245c46798b98d87d52c12e0c3576a2d0e47fc6bd8be8a585	83cb2be7ed156dc11b560febfbda4109c52d0126201b5966cdd094cef3da7295	XSSheep base CC BY-SA 4.0; Aeonix_Aeon trim CC BY 4.0	over composite + #342c45 26% colorize
mods/ITEMS/grug_gear/textures/grug_gear_item_feet_leather_scaled.png	/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/mcl_armor_inv_boots_leather.png;/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/boots_trim.png	431f6e1c1aec4409f4abb7f70280c9032e20f47a4038d70b871150d7bf208b86;9ab572b37e914680245c46798b98d87d52c12e0c3576a2d0e47fc6bd8be8a585	83cb2be7ed156dc11b560febfbda4109c52d0126201b5966cdd094cef3da7295	XSSheep base CC BY-SA 4.0; Aeonix_Aeon trim CC BY 4.0	over composite + #68784a 26% colorize
mods/ITEMS/grug_gear/textures/grug_gear_item_feet_leather_sleek.png	/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/mcl_armor_inv_boots_leather.png;/home/jan/projects/grudgelands/reference_projects/VoxeLibre/textures/boots_trim.png	431f6e1c1aec4409f4abb7f70280c9032e20f47a4038d70b871150d7bf208b86;9ab572b37e914680245c46798b98d87d52c12e0c3576a2d0e47fc6bd8be8a585	83cb2be7ed156dc11b560febfbda4109c52d0126201b5966cdd094cef3da7295	XSSheep base CC BY-SA 4.0; Aeonix_Aeon trim CC BY 4.0	over composite + #4e505b 26% colorize
