seed	531802985935182545
construction_seconds	136.316847
path	nodes	max_cut	max_fill	max_step	pins	pin_digest	water_bounds	water_digest
island_route_wyrmglass_south_junction	211	291	0	1	2	da773af88b9103f90662e48c196de90756ff52f8b92608efbd8f2eebea2872c7	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
island_route_wyrmglass_north_junction	211	280	1	1	2	486cad84a44ce25e6b63ea8dbd887caf40676f29232fe7460dd1baaf5769230d	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
island_route_wyrmglass_junction_dragon	161	18	6	1	2	5aed4f96a255958a0ad64fca99c9cc0f155b8da745ef15b1317b49b0e6ea38e6	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
island_route_wyrmglass_junction_apex	111	3	9	1	2	2f665960d981becd3a491d901e0f5e0977be0b5ebc229a7a7ccdc3b962f20372	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
island_route_stormscale_south_junction	211	247	1	1	2	42ce74c4044a6b3fc13c391955113682b6bf5d780a33b1dce86eee91940586dc	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
island_route_stormscale_north_junction	181	237	2	1	2	241d4f093f88a975e2c03eef982c8ce57f33fa3aeff1ed222dcd568415e71bf4	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
island_route_stormscale_junction_dragon	161	29	3	1	2	6bf9c393efd5892430e8f9f8a22a881951d570e9e98f54ed39370c65a0bc17a2	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
island_route_stormscale_junction_apex	111	4	5	1	2	d6cf7cb4586a911bbff33cc749ee199c45631bab0cb74b1f60da103c3a5eda5f	0	49e8e3297545c15ab6a79471a7a34d43e24a8f1cb25ea3d8417c61f699267a3f
site	1580	1540	455	37	40
site	1315	1435	160	13	14
site	-1013	958	783	40	47
site	-225	901	367	79	88
site	-1837	-437	851	165	184
